Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
2.3380         -374.537     -390.702       16.164   558.3
2.3390         -374.535     -390.693       16.159   558.1
2.3400         -374.531     -390.685       16.154   557.9
2.3410         -374.527     -390.677       16.150   557.8
2.3420         -374.522     -390.669       16.148   557.7
2.3430         -374.516     -390.662       16.146   557.6
2.3440         -374.510     -390.654       16.145   557.6
2.3450         -374.502     -390.647       16.145   557.6
2.3460         -374.495     -390.641       16.146   557.6
2.3470         -374.486     -390.634       16.148   557.7
2.3480         -374.477     -390.628       16.151   557.8
2.3490         -374.468     -390.622       16.155   557.9
2.3500         -374.457     -390.617       16.160   558.1
2.3510         -374.446     -390.612       16.165   558.3
2.3520         -374.435     -390.607       16.172   558.5
2.3530         -374.423     -390.603       16.180   558.8
2.3540         -374.410     -390.599       16.189   559.1
2.3550         -374.397     -390.595       16.198   559.4
2.3560         -374.383     -390.592       16.209   559.8
2.3570         -374.368     -390.589       16.220   560.2
2.3580         -374.353     -390.586       16.233   560.6
2.3590         -374.338     -390.584       16.246   561.1
2.3600         -374.322     -390.582       16.261   561.6
2.3610         -374.305     -390.581       16.276   562.1
2.3620         -374.288     -390.580       16.292   562.7
2.3630         -374.271     -390.580       16.309   563.3
2.3640         -374.253     -390.580       16.327   563.9
2.3650         -374.234     -390.580       16.346   564.5
2.3660         -374.215     -390.581       16.366   565.2
2.3670         -374.196     -390.582       16.386   565.9
2.3680         -374.177     -390.584       16.408   566.7
2.3690         -374.157     -390.586       16.430   567.4
2.3700         -374.136     -390.589       16.453   568.2
2.3710         -374.116     -390.592       16.477   569.1
2.3720         -374.095     -390.596       16.501   569.9
2.3730         -374.073     -390.600       16.527   570.8
2.3740         -374.052     -390.605       16.553   571.7
2.3750         -374.030     -390.610       16.579   572.6
2.3760         -374.008     -390.615       16.607   573.6
2.3770         -373.986     -390.621       16.635   574.5
2.3780         -373.964     -390.628       16.664   575.5
2.3790         -373.941     -390.635       16.693   576.5
2.3800         -373.918     -390.642       16.724   577.6
2.3810         -373.896     -390.650       16.754   578.6
2.3820         -373.873     -390.658       16.786   579.7
2.3830         -373.850     -390.667       16.817   580.8
2.3840         -373.827     -390.677       16.850   581.9
2.3850         -373.804     -390.687       16.883   583.1
2.3860         -373.781     -390.697       16.916   584.2
2.3870         -373.758     -390.708       16.949   585.4
2.3880         -373.736     -390.719       16.983   586.6
2.3890         -373.713     -390.731       17.018   587.7
2.3900         -373.691     -390.743       17.053   588.9
2.3910         -373.668     -390.756       17.087   590.2
2.3920         -373.646     -390.769       17.123   591.4
2.3930         -373.624     -390.782       17.158   592.6
2.3940         -373.602     -390.796       17.193   593.8
2.3950         -373.581     -390.810       17.229   595.0
2.3960         -373.560     -390.824       17.265   596.3
2.3970         -373.539     -390.839       17.300   597.5
2.3980         -373.519     -390.855       17.336   598.7
2.3990         -373.499     -390.870       17.371   600.0
2.4000         -373.479     -390.886       17.407   601.2
2.4010         -373.460     -390.902       17.442   602.4
2.4020         -373.442     -390.919       17.477   603.6
2.4030         -373.424     -390.936       17.512   604.8
2.4040         -373.406     -390.953       17.547   606.0
2.4050         -373.389     -390.971       17.581   607.2
2.4060         -373.373     -390.988       17.615   608.4
2.4070         -373.357     -391.006       17.649   609.6
2.4080         -373.342     -391.025       17.683   610.7
